brand,window_size,n_hidden,units1,term,r2_score,rmse
GS,10,200,150,25,0.8680,0.0723
GS,20,200,150,25,0.9011,0.0626
GS,30,200,150,25,0.8833,0.0680
GS,40,200,150,25,0.8738,0.0707
GS,50,200,150,25,0.8529,0.0763
GS,60,200,150,25,0.8515,0.0767
GS,70,200,150,25,0.9232,0.0551
GS,80,200,150,25,0.8800,0.0689
GS,90,200,150,25,0.8699,0.0718
GS,100,200,150,25,0.8313,0.0817
GS,110,200,150,25,0.8798,0.0690
GS,120,200,150,25,0.7643,0.0966
GS,130,200,150,25,0.8631,0.0736
