brand,window_size,n_hidden,units1,term,r2_score,rmse
NVDA,10,200,150,25,0.8469,0.0365
NVDA,20,200,150,25,0.8633,0.0345
NVDA,30,200,150,25,0.8685,0.0338
NVDA,40,200,150,25,0.8119,0.0405
NVDA,50,200,150,25,0.8582,0.0351
NVDA,60,200,150,25,0.6536,0.0549
NVDA,70,200,150,25,0.8870,0.0314
NVDA,80,200,150,25,0.5673,0.0614
NVDA,90,200,150,25,0.8604,0.0349
NVDA,100,200,150,25,0.4456,0.0695
NVDA,110,200,150,25,0.5869,0.0600
NVDA,120,200,150,25,0.8354,0.0379
NVDA,130,200,150,25,0.8216,0.0394
