brand,window_size,n_hidden,units1,term,r2_score,rmse
PFE,10,200,150,25,0.9125,0.0337
PFE,20,200,150,25,0.8455,0.0447
PFE,30,200,150,25,0.8962,0.0366
PFE,40,200,150,25,0.6464,0.0676
PFE,50,200,150,25,0.7665,0.0550
PFE,60,200,150,25,0.8968,0.0365
PFE,70,200,150,25,0.8934,0.0371
PFE,80,200,150,25,0.7972,0.0512
PFE,90,200,150,25,0.8186,0.0484
PFE,100,200,150,25,0.8053,0.0502
PFE,110,200,150,25,0.7477,0.0571
PFE,120,200,150,25,0.7182,0.0604
PFE,130,200,150,25,0.7884,0.0523
