brand,window_size,n_hidden,units1,r2_score,rmse
MMM,10,200,150,-2.7640,0.1792
MMM,20,200,150,-7.6544,0.2717
MMM,30,200,150,-7.5592,0.2702
MMM,40,200,150,-8.0987,0.2785
MMM,50,200,150,-5.6855,0.2388
MMM,60,200,150,-5.6080,0.2374
MMM,70,200,150,-10.7961,0.3172
MMM,80,200,150,-2.4856,0.1724
MMM,90,200,150,-14.7463,0.3664
MMM,100,200,150,-11.0042,0.3199
MMM,110,200,150,-7.0905,0.2627
MMM,120,200,150,-2.3286,0.1685
MMM,130,200,150,-0.6716,0.1194
