brand,window_size,n_hidden,units1,r2_score,rmse
GS,10,200,150,0.5162,0.0851
GS,20,200,150,0.5676,0.0805
GS,30,200,150,0.6406,0.0734
GS,40,200,150,0.2505,0.1060
GS,50,200,150,0.5616,0.0810
GS,60,200,150,0.3570,0.0981
GS,70,200,150,0.4340,0.0921
GS,80,200,150,-0.6612,0.1577
GS,90,200,150,-2.5704,0.2313
GS,100,200,150,-0.5490,0.1523
GS,110,200,150,0.2814,0.1038
GS,120,200,150,0.4004,0.0948
GS,130,200,150,0.2394,0.1067
