brand,window_size,n_hidden,units1,r2_score,rmse
PFE,10,200,150,0.7118,0.1250
PFE,20,200,150,0.4661,0.1701
PFE,30,200,150,0.5255,0.1604
PFE,40,200,150,0.5127,0.1625
PFE,50,200,150,0.7165,0.1240
PFE,60,200,150,0.4652,0.1703
PFE,70,200,150,0.6371,0.1403
PFE,80,200,150,0.6106,0.1453
PFE,90,200,150,-0.0573,0.2394
PFE,100,200,150,0.4806,0.1678
PFE,110,200,150,-0.2094,0.2561
PFE,120,200,150,-0.1392,0.2485
PFE,130,200,150,-0.1402,0.2486
