brand,window_size,n_hidden,units1,term,r2_score,rmse
BA,10,200,150,25,0.0283,0.1318
BA,20,200,150,25,0.4538,0.0988
BA,30,200,150,25,-0.3543,0.1556
BA,40,200,150,25,0.2496,0.1158
BA,50,200,150,25,0.2510,0.1157
BA,60,200,150,25,0.4750,0.0969
BA,70,200,150,25,0.0332,0.1315
BA,80,200,150,25,0.0078,0.1332
BA,90,200,150,25,-0.4757,0.1624
BA,100,200,150,25,-0.3496,0.1553
BA,110,200,150,25,0.0573,0.1298
BA,120,200,150,25,-0.1725,0.1448
BA,130,200,150,25,-0.1406,0.1428
