brand,window_size,n_hidden,units1,term,r2_score,rmse
NVDA,10,200,150,25,0.8660,0.0698
NVDA,20,200,150,25,0.8462,0.0748
NVDA,30,200,150,25,0.8052,0.0842
NVDA,40,200,150,25,0.8623,0.0708
NVDA,50,200,150,25,0.7853,0.0884
NVDA,60,200,150,25,0.7304,0.0990
NVDA,70,200,150,25,0.8064,0.0839
NVDA,80,200,150,25,0.8433,0.0755
NVDA,90,200,150,25,0.4745,0.1383
NVDA,100,200,150,25,-0.3500,0.2216
NVDA,110,200,150,25,-1.0371,0.2722
NVDA,120,200,150,25,-1.9079,0.3253
NVDA,130,200,150,25,-1.3339,0.2914
