brand,window_size,n_hidden,units1,term,r2_score,rmse
MMM,10,200,150,25,0.7568,0.0515
MMM,20,200,150,25,0.7486,0.0524
MMM,30,200,150,25,-0.1135,0.1102
MMM,40,200,150,25,-0.6396,0.1338
MMM,50,200,150,25,-26.7302,0.5502
MMM,60,200,150,25,-1.3510,0.1602
MMM,70,200,150,25,-0.6868,0.1357
MMM,80,200,150,25,-0.3192,0.1200
MMM,90,200,150,25,-0.2599,0.1173
MMM,100,200,150,25,-0.2288,0.1158
MMM,110,200,150,25,-10.3215,0.3515
MMM,120,200,150,25,-3.3701,0.2184
MMM,130,200,150,25,-3.2752,0.2160
