brand,window_size,n_hidden,units1,term,r2_score,rmse
PFE,10,200,150,25,0.8940,0.0370
PFE,20,200,150,25,0.7524,0.0566
PFE,30,200,150,25,0.8024,0.0506
PFE,40,200,150,25,0.5988,0.0721
PFE,50,200,150,25,0.9042,0.0352
PFE,60,200,150,25,0.9070,0.0347
PFE,70,200,150,25,0.7086,0.0614
PFE,80,200,150,25,0.7609,0.0556
PFE,90,200,150,25,0.7050,0.0618
PFE,100,200,150,25,0.8601,0.0425
PFE,110,200,150,25,0.6602,0.0663
PFE,120,200,150,25,0.7763,0.0538
PFE,130,200,150,25,0.7846,0.0528
