brand,window_size,n_hidden,units1,term,r2_score,rmse
NOC,10,200,150,25,0.4581,0.0848
NOC,20,200,150,25,-0.4049,0.1365
NOC,30,200,150,25,0.1968,0.1032
NOC,40,200,150,25,0.2630,0.0989
NOC,50,200,150,25,0.1338,0.1072
NOC,60,200,150,25,0.4492,0.0855
NOC,70,200,150,25,0.2626,0.0989
NOC,80,200,150,25,-0.2972,0.1312
NOC,90,200,150,25,0.5076,0.0808
NOC,100,200,150,25,0.2266,0.1013
NOC,110,200,150,25,0.6271,0.0703
NOC,120,200,150,25,0.0225,0.1139
NOC,130,200,150,25,0.1931,0.1034
